question,db,lbl,sql,diff,related_tab_cnts,answer,related_tabs
How many members did attend the event 'Community Theater' in 2019?,student_club,1,"SELECT COUNT(T2.link_to_member) FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event WHERE T1.event_name = 'Community Theater' AND SUBSTR(T1.event_date, 1, 4) = '2019'",moderate,2,17.0,student_club#sep#attendance#sep#attendance13 [TAB] student_club#sep#attendance#sep#attendance9 [TAB] student_club#sep#attendance#sep#attendance10 [TAB] student_club#sep#attendance#sep#attendance2 [TAB] student_club#sep#attendance#sep#attendance14 [TAB] student_club#sep#attendance#sep#attendance5 [TAB] student_club#sep#attendance#sep#attendance12 [TAB] student_club#sep#attendance#sep#attendance11 [TAB] student_club#sep#attendance#sep#attendance1 [TAB] student_club#sep#attendance#sep#attendance15 [TAB] student_club#sep#attendance#sep#attendance4 [TAB] student_club#sep#attendance#sep#attendance7 [TAB] student_club#sep#attendance#sep#attendance6 [TAB] student_club#sep#attendance#sep#attendance3 [TAB] student_club#sep#attendance#sep#attendance0 [TAB] student_club#sep#attendance#sep#attendance8 [TAB] student_club#sep#attendance#sep#attendance16 [TAB] student_club#sep#event#sep#event
How many members of Business have the Medium size of tee shirt?,student_club,11,SELECT COUNT(T2.member_id) FROM major AS T1 INNER JOIN member AS T2 ON T1.major_id = T2.link_to_major WHERE T1.major_name = 'Business' AND T2.t_shirt_size = 'Medium',simple,2,1.0,student_club#sep#major [TAB] student_club#sep#member#sep#member
How many members have education major in the College of Education & Human Services?,student_club,11,SELECT COUNT(T1.member_id) FROM member AS T1 INNER JOIN major AS T2 ON T2.major_id = T1.link_to_major WHERE T1.position = 'Member' AND T2.major_name LIKE '%Education%' AND T2.college = 'College of Education & Human Services',moderate,2,2.0,student_club#sep#major [TAB] student_club#sep#member#sep#member
What is the average amount paid by students in a position other than a member?,student_club,1,SELECT AVG(T1.cost) FROM expense AS T1 INNER JOIN member as T2 ON T1.link_to_member = T2.member_id WHERE T2.position != 'Member',moderate,2,65.1890625,student_club#sep#member#sep#member [TAB] student_club#sep#expense#sep#expense
"Among the stores that have ordered the book ""Life Without Fear"", how many of them are located in Massachusetts?",book_publishing_company,1,SELECT COUNT(T1.stor_id) FROM sales AS T1 INNER JOIN stores AS T2 ON T1.stor_id = T2.stor_id INNER JOIN titles AS T3 ON T1.title_id = T3.title_id WHERE T2.state = 'Massachusetts',,3,0.0,book_publishing_company#sep#titles [TAB] book_publishing_company#sep#sales#sep#sales [TAB] book_publishing_company#sep#stores#sep#stores
"Among the publishers in the USA, how many of them have published books that are over $15?",book_publishing_company,11,SELECT COUNT(DISTINCT T1.pub_id) FROM titles AS T1 INNER JOIN publishers AS T2 ON T1.pub_id = T2.pub_id WHERE T2.country = 'USA' AND T1.price > 15,,2,3.0,book_publishing_company#sep#publishers [TAB] book_publishing_company#sep#titles
How many levels are there left for Diego W Roel to reach if he/she could go to the max level for his/her position?,book_publishing_company,1,SELECT T2.max_lvl - T1.job_lvl FROM employee AS T1 INNER JOIN jobs AS T2 ON T1.job_id = T2.job_id WHERE T1.fname = 'Diego' AND T1.minit = 'W' AND T1.lname = 'Roel',,2,33.0,book_publishing_company#sep#employee#sep#employee [TAB] book_publishing_company#sep#jobs#sep#jobs
How many sales did the store in Remulade make?,book_publishing_company,1,SELECT COUNT(T1.ord_num) FROM sales AS T1 INNER JOIN stores AS T2 ON T1.stor_id = T2.stor_id WHERE T2.city = 'Remulade',,2,6.0,book_publishing_company#sep#sales#sep#sales [TAB] book_publishing_company#sep#stores#sep#stores
"How many stars did ""Eagle Capital"" received from Little Rock on 2013/4/4?",retail_complains,11,SELECT COUNT(T1.Stars) FROM reviews AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.Product = 'Eagle Capital' AND T2.city = 'Little Rock' AND T1.Date = '2013-04-04',,2,1.0,retail_complains#sep#district#sep#district6 [TAB] retail_complains#sep#district#sep#district4 [TAB] retail_complains#sep#district#sep#district5 [TAB] retail_complains#sep#district#sep#district2 [TAB] retail_complains#sep#district#sep#district0 [TAB] retail_complains#sep#district#sep#district1 [TAB] retail_complains#sep#district#sep#district3 [TAB] retail_complains#sep#district#sep#district8 [TAB] retail_complains#sep#district#sep#district7 [TAB] retail_complains#sep#reviews#sep#reviews2 [TAB] retail_complains#sep#reviews#sep#reviews1 [TAB] retail_complains#sep#reviews#sep#reviews0
How many Credit Card complaints did Sharon handle?,retail_complains,11,SELECT COUNT(T1.`Complaint ID`) FROM callcenterlogs AS T1 INNER JOIN events AS T2 ON T1.`Complaint ID` = T2.`Complaint ID` WHERE T2.Product = 'Credit card' AND T1.server = 'SHARON',,2,40.0,retail_complains#sep#events#sep#events_complaint_details1 [TAB] retail_complains#sep#events#sep#events_complaint_details0 [TAB] retail_complains#sep#callcenterlogs#sep#callcenterlogs
What is the average number of stars given by Oregon clients in their reviews?,retail_complains,1,SELECT CAST(SUM(T3.Stars) AS REAL) / COUNT(T3.Stars) AS average FROM state AS T1 INNER JOIN district AS T2 ON T1.StateCode = T2.state_abbrev INNER JOIN reviews AS T3 ON T2.district_id = T3.district_id WHERE T1.State = 'Oregon',,3,4.0,retail_complains#sep#reviews#sep#reviews2 [TAB] retail_complains#sep#reviews#sep#reviews1 [TAB] retail_complains#sep#reviews#sep#reviews0 [TAB] retail_complains#sep#district#sep#district6 [TAB] retail_complains#sep#district#sep#district4 [TAB] retail_complains#sep#district#sep#district5 [TAB] retail_complains#sep#district#sep#district2 [TAB] retail_complains#sep#district#sep#district0 [TAB] retail_complains#sep#district#sep#district1 [TAB] retail_complains#sep#district#sep#district3 [TAB] retail_complains#sep#district#sep#district8 [TAB] retail_complains#sep#district#sep#district7 [TAB] retail_complains#sep#state#sep#state
"Among the female clients, how many of them have a complaint with a priority of 1?",retail_complains,11,SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN callcenterlogs AS T2 ON T1.client_id = T2.`rand client` WHERE T1.sex = 'Female' AND T2.priority = 1,,2,204.0,retail_complains#sep#client#sep#client_personal_info1 [TAB] retail_complains#sep#client#sep#client_personal_info0 [TAB] retail_complains#sep#callcenterlogs#sep#callcenterlogs
"How many clients who live in New York City have the complaint outcome as ""AGENT""?",retail_complains,11,SELECT COUNT(T2.`rand client`) FROM client AS T1 INNER JOIN callcenterlogs AS T2 ON T1.client_id = T2.`rand client` WHERE T1.city = 'New York City' AND T2.outcome = 'AGENT',,2,312.0,retail_complains#sep#client#sep#client_address9 [TAB] retail_complains#sep#client#sep#client_address3 [TAB] retail_complains#sep#client#sep#client_address14 [TAB] retail_complains#sep#client#sep#client_address5 [TAB] retail_complains#sep#client#sep#client_address6 [TAB] retail_complains#sep#client#sep#client_address10 [TAB] retail_complains#sep#client#sep#client_address4 [TAB] retail_complains#sep#client#sep#client_address2 [TAB] retail_complains#sep#client#sep#client_address12 [TAB] retail_complains#sep#client#sep#client_address13 [TAB] retail_complains#sep#client#sep#client_address1 [TAB] retail_complains#sep#client#sep#client_address0 [TAB] retail_complains#sep#client#sep#client_address11 [TAB] retail_complains#sep#client#sep#client_address7 [TAB] retail_complains#sep#client#sep#client_address8 [TAB] retail_complains#sep#callcenterlogs#sep#callcenterlogs
"What is the average age of clients whose complaint type is ""TT""?",retail_complains,1,SELECT AVG(T1.age) FROM client AS T1 INNER JOIN callcenterlogs AS T2 ON T1.client_id = T2.`rand client` WHERE T2.type = 'TT',,2,47.36470588235294,retail_complains#sep#client#sep#client_personal_info1 [TAB] retail_complains#sep#client#sep#client_personal_info0 [TAB] retail_complains#sep#callcenterlogs#sep#callcenterlogs
"In reviews for the Eagle National Bank product, how many of the 5 star reviews where from Nashville, Tennessee?",retail_complains,11,SELECT COUNT(T2.Stars) FROM district AS T1 INNER JOIN reviews AS T2 ON T1.district_id = T2.district_id WHERE T1.city = 'Nashville' AND T1.state_abbrev = 'TN' AND T2.Product = 'Eagle National Mortgage' AND T2.Stars = 5,,2,6.0,retail_complains#sep#reviews#sep#reviews2 [TAB] retail_complains#sep#reviews#sep#reviews1 [TAB] retail_complains#sep#reviews#sep#reviews0 [TAB] retail_complains#sep#district#sep#district6 [TAB] retail_complains#sep#district#sep#district4 [TAB] retail_complains#sep#district#sep#district5 [TAB] retail_complains#sep#district#sep#district2 [TAB] retail_complains#sep#district#sep#district0 [TAB] retail_complains#sep#district#sep#district1 [TAB] retail_complains#sep#district#sep#district3 [TAB] retail_complains#sep#district#sep#district8 [TAB] retail_complains#sep#district#sep#district7
"In reviews of product with 5 stars, what is the percentage of the reviews coming from the division of East North Central?",retail_complains,1,SELECT CAST(SUM(CASE WHEN T1.division = 'East North Central' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.division) FROM district AS T1 INNER JOIN reviews AS T2 ON T1.district_id = T2.district_id WHERE T2.Stars = 5,,2,8.860759493670885,retail_complains#sep#reviews#sep#reviews2 [TAB] retail_complains#sep#reviews#sep#reviews1 [TAB] retail_complains#sep#reviews#sep#reviews0 [TAB] retail_complains#sep#district#sep#district6 [TAB] retail_complains#sep#district#sep#district4 [TAB] retail_complains#sep#district#sep#district5 [TAB] retail_complains#sep#district#sep#district2 [TAB] retail_complains#sep#district#sep#district0 [TAB] retail_complains#sep#district#sep#district1 [TAB] retail_complains#sep#district#sep#district3 [TAB] retail_complains#sep#district#sep#district8 [TAB] retail_complains#sep#district#sep#district7
In how many movie does Dariusz Wolski work as the director of photography?,movies_4,11,SELECT COUNT(T2.movie_id) FROM person AS T1 INNER JOIN movie_crew AS T2 ON T1.person_id = T2.person_id WHERE T1.person_name = 'Dariusz Wolski' AND T2.job = 'Director of Photography',,2,19.0,movies_4#sep#movie_crew#sep#movie_crew [TAB] movies_4#sep#person
How many movies were directed by Michael Bay?,movies_4,11,SELECT COUNT(T2.movie_id) FROM person AS T1 INNER JOIN movie_crew AS T2 ON T1.person_id = T2.person_id WHERE T1.person_name = 'Michael Bay' AND T2.job = 'Director',,2,12.0,movies_4#sep#movie_crew#sep#movie_crew [TAB] movies_4#sep#person
"Show the total number of keywords of the movie ""I Hope They Serve Beer in Hell"".",movies_4,1,SELECT COUNT(T2.keyword_id) FROM movie AS T1 INNER JOIN movie_keywords AS T2 ON T1.movie_id = T2.movie_id WHERE T1.title = 'I Hope They Serve Beer in Hell',,2,6.0,movies_4#sep#movie#sep#movie_basic_info1 [TAB] movies_4#sep#movie#sep#movie_basic_info0 [TAB] movies_4#sep#movie#sep#movie_basic_info2 [TAB] movies_4#sep#movie_keywords#sep#movie_keywords
Tell the number of movies made by Paramount Animation.,movies_4,1,SELECT COUNT(T2.movie_id) FROM production_company AS T1 INNER JOIN movie_company AS T2 ON T1.company_id = T2.company_id WHERE T1.company_name = 'Paramount Animation',,2,11.0,movies_4#sep#movie_company#sep#movie_company [TAB] movies_4#sep#production_company#sep#production_company
"How many female characters are there in the movie ""Spider-Man 3""?",movies_4,110,SELECT COUNT(*) FROM movie AS T1 INNER JOIN movie_cast AS T2 ON T1.movie_id = T2.movie_id INNER JOIN gender AS T3 ON T2.gender_id = T3.gender_id WHERE T1.title = 'Spider-Man 3' AND T3.gender = 'Female',,3,56.0,movies_4#sep#movie#sep#movie_basic_info1 [TAB] movies_4#sep#movie#sep#movie_basic_info0 [TAB] movies_4#sep#movie#sep#movie_basic_info2 [TAB] movies_4#sep#gender [TAB] movies_4#sep#movie_cast#sep#movie_cast5 [TAB] movies_4#sep#movie_cast#sep#movie_cast11 [TAB] movies_4#sep#movie_cast#sep#movie_cast0 [TAB] movies_4#sep#movie_cast#sep#movie_cast1 [TAB] movies_4#sep#movie_cast#sep#movie_cast12 [TAB] movies_4#sep#movie_cast#sep#movie_cast10 [TAB] movies_4#sep#movie_cast#sep#movie_cast4 [TAB] movies_4#sep#movie_cast#sep#movie_cast2 [TAB] movies_4#sep#movie_cast#sep#movie_cast15 [TAB] movies_4#sep#movie_cast#sep#movie_cast13 [TAB] movies_4#sep#movie_cast#sep#movie_cast7 [TAB] movies_4#sep#movie_cast#sep#movie_cast8 [TAB] movies_4#sep#movie_cast#sep#movie_cast16 [TAB] movies_4#sep#movie_cast#sep#movie_cast17 [TAB] movies_4#sep#movie_cast#sep#movie_cast3 [TAB] movies_4#sep#movie_cast#sep#movie_cast14 [TAB] movies_4#sep#movie_cast#sep#movie_cast6 [TAB] movies_4#sep#movie_cast#sep#movie_cast9
"How many producers does the movie ""The Amityville Horror"" have?",movies_4,11,SELECT COUNT(T2.person_id) FROM movie AS T1 INNER JOIN movie_crew AS T2 ON T1.movie_id = T2.movie_id WHERE T1.title = 'The Amityville Horror' AND T2.job = 'Producer',,2,9.0,movies_4#sep#movie#sep#movie_basic_info1 [TAB] movies_4#sep#movie#sep#movie_basic_info0 [TAB] movies_4#sep#movie#sep#movie_basic_info2 [TAB] movies_4#sep#movie_crew#sep#movie_crew
"Give the number of movies with ""saving the world"" as the keyword.",movies_4,0,SELECT COUNT(T2.movie_id) FROM keyword AS T1 INNER JOIN movie_keywords AS T2 ON T1.keyword_id = T2.keyword_id WHERE keyword_name = 'saving the world',,2,34.0,movies_4#sep#keyword#sep#keyword [TAB] movies_4#sep#movie_keywords#sep#movie_keywords
"What is the percentage of male characters in the movie ""Bride Wars""?",movies_4,10,SELECT CAST(COUNT(CASE WHEN T3.gender = 'Male' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T3.gender) FROM movie AS T1 INNER JOIN movie_cast AS T2 ON T1.movie_id = T2.movie_id INNER JOIN gender AS T3 ON T2.gender_id = T3.gender_id WHERE T1.title = 'Bride Wars',,3,32.142857142857146,movies_4#sep#movie#sep#movie_basic_info1 [TAB] movies_4#sep#movie#sep#movie_basic_info0 [TAB] movies_4#sep#movie#sep#movie_basic_info2 [TAB] movies_4#sep#gender [TAB] movies_4#sep#movie_cast#sep#movie_cast5 [TAB] movies_4#sep#movie_cast#sep#movie_cast11 [TAB] movies_4#sep#movie_cast#sep#movie_cast0 [TAB] movies_4#sep#movie_cast#sep#movie_cast1 [TAB] movies_4#sep#movie_cast#sep#movie_cast12 [TAB] movies_4#sep#movie_cast#sep#movie_cast10 [TAB] movies_4#sep#movie_cast#sep#movie_cast4 [TAB] movies_4#sep#movie_cast#sep#movie_cast2 [TAB] movies_4#sep#movie_cast#sep#movie_cast15 [TAB] movies_4#sep#movie_cast#sep#movie_cast13 [TAB] movies_4#sep#movie_cast#sep#movie_cast7 [TAB] movies_4#sep#movie_cast#sep#movie_cast8 [TAB] movies_4#sep#movie_cast#sep#movie_cast16 [TAB] movies_4#sep#movie_cast#sep#movie_cast17 [TAB] movies_4#sep#movie_cast#sep#movie_cast3 [TAB] movies_4#sep#movie_cast#sep#movie_cast14 [TAB] movies_4#sep#movie_cast#sep#movie_cast6 [TAB] movies_4#sep#movie_cast#sep#movie_cast9
How many movies did Universal Studios release?,movies_4,1,SELECT COUNT(T2.movie_id) FROM production_company AS T1 INNER JOIN movie_company AS T2 ON T1.company_id = T2.company_id WHERE T1.company_name = 'Universal Studios',,2,7.0,movies_4#sep#movie_company#sep#movie_company [TAB] movies_4#sep#production_company#sep#production_company
How many movies released in 1995 did Quentin Tarantino appear in?,movies_4,101,"SELECT COUNT(T1.movie_id) FROM movie AS T1 INNER JOIN movie_cast AS T2 ON T1.movie_id = T2.movie_id INNER JOIN person AS T3 ON T2.person_id = T3.person_id WHERE T3.person_name = 'Quentin Tarantino' AND CAST(STRFTIME('%Y', T1.release_date) AS INT) = 1995",,3,2.0,movies_4#sep#movie#sep#movie_basic_info1 [TAB] movies_4#sep#movie#sep#movie_basic_info0 [TAB] movies_4#sep#movie#sep#movie_basic_info2 [TAB] movies_4#sep#movie_cast#sep#movie_cast5 [TAB] movies_4#sep#movie_cast#sep#movie_cast11 [TAB] movies_4#sep#movie_cast#sep#movie_cast0 [TAB] movies_4#sep#movie_cast#sep#movie_cast1 [TAB] movies_4#sep#movie_cast#sep#movie_cast12 [TAB] movies_4#sep#movie_cast#sep#movie_cast10 [TAB] movies_4#sep#movie_cast#sep#movie_cast4 [TAB] movies_4#sep#movie_cast#sep#movie_cast2 [TAB] movies_4#sep#movie_cast#sep#movie_cast15 [TAB] movies_4#sep#movie_cast#sep#movie_cast13 [TAB] movies_4#sep#movie_cast#sep#movie_cast7 [TAB] movies_4#sep#movie_cast#sep#movie_cast8 [TAB] movies_4#sep#movie_cast#sep#movie_cast16 [TAB] movies_4#sep#movie_cast#sep#movie_cast17 [TAB] movies_4#sep#movie_cast#sep#movie_cast3 [TAB] movies_4#sep#movie_cast#sep#movie_cast14 [TAB] movies_4#sep#movie_cast#sep#movie_cast6 [TAB] movies_4#sep#movie_cast#sep#movie_cast9 [TAB] movies_4#sep#person
